#
Referencia;5941438
EAN;0190198071286
Marca;APPLE
Modelo;iPhone 7
Garantía;1 año
Color;Rosa dorado
Peso;138 g
Altura;13,8 cm
Ancho;6,7 cm
Profundidad;0.7 cm
RAM;2 GB
Memoria interna;256 GB
Memoria externa;Nano Sim
Potencia de la batería;1960 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Apple iPhone 7, Cable USB, transformador eléctrico, adaptador de Lightning a conector de 3,5 mm, Apple EarPods con conector Lightning
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-7-apple-4-7-2-gb-256-gb-rosa-dorado-5941438
#
imagen;https://www.worten.es//i/da707cf462ab1bbbc4b14f844910a1ced782d185.jpg
nombre;iPhone 8 APPLE (4.7'' - 2 GB - 256 GB - Plateado)
precio;709,00
Sistema operativo;iOS
Versión del sistema operativo;iOS 11
Procesador;A11 Bionic
Núcleos;Hexa-Core
Velocidad del procesador;2 x 2.39 Ghz, 4 x 2Ghz.
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;4.7'' (11.938 cm)
Tecnología de la pantalla;Retina
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;12 Mpx
Resolución de la cámara frontal;7 Mpx
Flash integrado;Sí
Grabación de vídeo;4K a 24, 30 o 60 f/s
Sensores;Identidad touch ID, Barómetro, Giroscopio de tres ejes, Acelerómetro, Sensor de proximidad, Sensor de luz ambiental
Sensor de huellas dactilares;Sí
Inteligencia artificial;No
Reconocimiento facial;No
Referencia;6335180
EAN;0190198452702
Marca;APPLE
Modelo;iPhone 8
Garantía;1 año
Color;Plata
Peso;148 g
Altura;13.84 cm
Ancho;6.73 cm
Profundidad;0.73 cm
RAM;2 GB
Memoria interna;256 GB
Memoria externa;Sin ranura
Potencia de la batería;1821 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;iPhone con iOS 11. EarPods con conector Lightning. Adaptador de Lightning a toma para auriculares de 3,5 mm. Cable de conector Lightning a USB. Adaptador de corriente USB. Documentación.
Más información;Resolución de 1.334 por 750 píxeles a 326 p/p
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-8-apple-4-7-2-gb-256-gb-plateado-6335180
#
imagen;https://www.worten.es//i/5835a42c9b153d62580420674a79220484a7fb4d.jpg
nombre;iPhone X Reacondicionado - APPLE Grado A (5.8'' - 3 GB - 64 GB - Gris Espacial)
precio;549,99
Sistema operativo;iOS
Versión del sistema operativo;11
Procesador;A11
Núcleos;Hexa-Core
Velocidad del procesador;2.39 GHz
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;5.8
Tecnología de la pantalla;Retina
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;12 + 12MP
Resolución de la cámara frontal;7 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7114386
EAN;5601988458996
Marca;APPLE
Modelo;iPhone X
Color;Gris espacial
Peso;174 g
Altura;14.4
Ancho;7.1
Profundidad;0.77
RAM;3 GB
Memoria interna;64 GB
Memoria externa;Cloud
Potencia de la batería;2716 mAh
Entrada del cargador;Lightning
Más información;Grado A
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-x-reacondicionado-apple-grado-a-5-8-3-gb-64-gb-gris-espacial-7114386
#
imagen;https://www.worten.es//i/d79004ea2a33e26a9b235baa926ae013cf832009.jpg
nombre;Smartphone SAMSUNG Galaxy S9 (5.8'' - 4 GB - 64 GB - Negro)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;8
Procesador;Exynos 9810
Núcleos;Octa-Core
Velocidad del procesador;4x2.7 + 4x1.7GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;5.8
Tecnología de la pantalla;Super Amoled
Resolución de la pantalla;QHD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;12 MP
Resolución de la cámara frontal;8 MP
Flash integrado;Sí
Grabación de vídeo;UHD 4K@60fps
Sensores;Acelerómetro | barómetro | giroscopio | geomagnético | pasillo | frecuencia cardíaca | proximidad | Luz RGB | presion
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;No
Referencia;MRKEAN-8801643148195
EAN;8801643148195
Marca;SAMSUNG
Modelo;Galaxy S9
Garantía;2 años
Color;Negro
Peso;163 g
Medidas;147.7 x 68.7 x 8.5 mm
RAM;4 GB
Memoria interna;64 GB
Memoria externa;MicroSD hasta 400 GB
Potencia de la batería;3000 mAh
Entrada del cargador;USB-C
Más información;Con NFC, Quick Charge
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-s9-5-8-4-gb-64-gb-negro-MRKEAN-8801643148195
#
imagen;https://www.worten.es//i/75d1b3589d9753c81bbf10a696aad4927049a1e8.jpg
nombre;Smartphone BLACK SHARK 2 (6.39'' - 8 GB - 128 GB - Azul)
precio;439,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 855
Núcleos;Octa-Core
Velocidad del procesador;2.84 GHz
Radio;No
Diagonal de la pantalla;6.39
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 12MP
Resolución de la cámara frontal;20 MP
Flash integrado;Sí
Grabación de vídeo;2160p@30fps
Sensores;Giroscopio | Geomagnético | Acelerómetro | Sensor de distancia |  Sensor de luz ambiente
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7056693
EAN;6971409201616
Marca;BLACK SHARK
Modelo;Black Shark 2
Garantía;2 años
Color;Glory Blue
Peso;205 g
Altura;16.4
Ancho;7.5
Profundidad;0.88
RAM;8 GB
Memoria interna;128 GB
Memoria externa;No
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador | Cable USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-black-shark-2-6-39-8-gb-128-gb-azul-7056693
##
imagen;https://www.worten.es//i/8059085885252f072552e0ce1d219dfe62413573.jpg
nombre;iPhone 11 Pro Max APPLE (6.5'' - 6 GB - 64 GB - Plata)
precio;0,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Núcleos;Hexa-Core
Velocidad del procesador;2x2.65 + 4x1.8
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.5
Tecnología de la pantalla;Super Retina XDR
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;12+ 12+12MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, Giroscópio, Proximidade, Bússola, Barómetro, luz ambiente
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-0190199381315
EAN;0190199381315
Marca;APPLE
Modelo;iPhone 11 Pro Max
Garantía;2 años
Color;Plata
RAM;6 GB
Memoria interna;64 GB
Potencia de la batería;3500 mAh
Entrada del cargador;Lightning
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-pro-max-apple-6-5-6-gb-64-gb-plata-MRKEAN-0190199381315
#
imagen;https://www.worten.es//i/55a4de3b54266542895345af336e21c069589f70.jpg
nombre;Smartphone HUAWEI P30 Pro (6.47'' - 8 GB - 256 GB - Aurora)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 980 Duplo NPU
Núcleos;Octa-Core
Velocidad del procesador;2x2.6+2x1.92+4x1.8GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.47
Tecnología de la pantalla;Full HD+
Resolución de la pantalla;OLED
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;40+20+8+TOF
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Grabación de vídeo;4K@30fps | 1080@60fps
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-8033779048272
EAN;8033779048272
Marca;HUAWEI
Modelo;P30 Pro
Color;Aurora
Peso;192 g
Altura;15.8 cm
Ancho;7.3 cm
Profundidad;0.8 cm
RAM;8 GB
Memoria interna;256 GB
Memoria externa;NNC hasta 256GB
Potencia de la batería;4200 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-p30-pro-6-47-8-gb-256-gb-aurora-MRKEAN-8033779048272
#
imagen;https://www.worten.es//i/da61fddc3eb3f9f3800912b9f63e7161086f5a53.jpg
nombre;Smartphone LG G7 ThinQ LMG710EM (6.1'' - 3 GB - 64 GB - Negro)
precio;0,00
Sistema operativo;Android 8.0
Diagonal de la pantalla;6.1
Resolución de la cámara trasera;16 MP
Referencia;MRKEAN-8806087030976
EAN;8806087030976
Marca;LG
Modelo;G7 ThinQ LMG710EM
Garantía;2 años
Color;Negro
RAM;3 GB
Memoria interna;64 GB
Potencia de la batería;2999 mAh
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-lg-g7-thinq-lmg710em-6-1-3-gb-64-gb-negro-MRKEAN-8806087030976
#
imagen;https://www.worten.es//i/ceb7fd76b398f688abe62a27a15b044e03c16e61.jpg
nombre;Smartphone LG  V40 ThinQ
precio;0,00
Referencia;MRKEAN-8806087036565
EAN;8806087036565
Marca;LG
Modelo;V40 ThinQ
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-lg-v40-thinq-MRKEAN-8806087036565
#
imagen;https://www.worten.es//i/ebd2a24870bb7eda9cea7005f35a834962b4cff8.jpg
nombre;Smartphone SAMSUNG Galaxy J6 (Caja Abierta - 5.6'' - 32GB - Dorado)
precio;179,97
Sistema operativo;Android
Versión del sistema operativo;Android 8 Oreo
Procesador;Exynos
Núcleos;Octa-Core
Velocidad del procesador;1.6 GHz
Tarjetas;SIM1 + SIM2 + SD
Radio;Sí
Diagonal de la pantalla;5.6'' (14.224 cm)
Tecnología de la pantalla;Super Amoled
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;13 Mpx
Resolución de la cámara frontal;8 Mpx
Flash integrado;Sí
Grabación de vídeo;FHD (1920 x 1080)@30fps
Sensores;NFC. Reconocimiento facial. Sensor huella digital. Acelerómetro. Fingerprint. Hall. Proximidad.
Sensor de huellas dactilares;Sí
Reconocimiento facial;Sí
Referencia;7141763
EAN;5601988509728
Marca;SAMSUNG
Modelo;Galaxy J6
Garantía;2 años
Color;Dorado
Peso;154 g
Altura;14.99 cm
Ancho;7.09 cm
Profundidad;0.77 cm
RAM;3 GB
Memoria interna;32 GB
Memoria externa;microSD 256GB
Potencia de la batería;3000 mAh
Más información;Caja Abierta
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-j6-caja-abierta-5-6-32gb-dorado-7141763
#
imagen;https://www.worten.es//i/222af04326fd014314b2f07c7dbfec7b5b3ca91a.jpg
nombre;Bundle Smartphone HUAWEI P30 Lite (6.15'' - 4 GB - 128 GB - Blanco) + Freebuds
precio;229,99
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 710
Núcleos;Octa-Core
Velocidad del procesador;4 x 2.2 + 4 x 1.7GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;Sí
Diagonal de la pantalla;6.15
Tecnología de la pantalla;LTPS
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 8 + 2MP
Resolución de la cámara frontal;24MP
Flash integrado;Sí
Grabación de vídeo;1080@30fps
Sensores;Giroscopio, brújula electrónica,  sensor de proximidad, barómetro
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;6902337
EAN;8432390013070
Marca;HUAWEI
Modelo;P30 Lite
Garantía;2 años
Color;Blanco
Peso;159 g
Ancho;7.3
Profundidad;0.74
RAM;4 GB
Memoria interna;128 GB
Memoria externa;hasta 512GB
Potencia de la batería;3340 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/bundle-smartphone-huawei-p30-lite-6-15-4-gb-128-gb-blanco-freebuds-6902337
#
imagen;https://www.worten.es//i/53087f1cb51786aeb812f0161d85f5b36f55c6f5.jpg
nombre;Smartphone SAMSUNG Galaxy S10 (6.1'' - 8 GB - 128 GB - Blanco prisma)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Exynos9 9820
Núcleos;Octa-Core
Velocidad del procesador;2.7 + 2.3 + 1.9 GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;Sí
Diagonal de la pantalla;6.1
Tecnología de la pantalla;Dynamic Amoled
Resolución de la pantalla;QHD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;16 + 12+12MP
Resolución de la cámara frontal;10 MP
Flash integrado;Sí
Grabación de vídeo;MP4,M4V,3GP,3G2,WMV,ASF,AVI,FLV,MKV,WEBM
Sensores;Giroscopio | Acelerómetro | Sensor de distancia | Sensor de frecuencia cardíaca | Sensor de luz ambiente | Barómetro | RGB | geomagnético 
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-8801643747794
EAN;8801643747794
Marca;SAMSUNG
Modelo;Galaxy S10
Color;Blanco prisma
RAM;8 GB
Memoria interna;128 GB
Potencia de la batería;3400 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-s10-6-1-8-gb-128-gb-blanco-prisma-MRKEAN-8801643747794
#
imagen;https://www.worten.es//i/1867cc6b35c130af39eeabdf8311adf3768f6d94.jpg
nombre;iPhone 7 APPLE (4.7'' - 2 GB - 32 GB - Rosa)
precio;359,99
Sistema operativo;iOS
Versión del sistema operativo;iOS 10
Procesador;Apple A10 Fusion
Núcleos;Quad-Core
Velocidad del procesador;2,34 GHz
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;4.7'' (11.938 cm)
Tecnología de la pantalla;Retina
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;1
Número de cámaras frontales;1
Resolución de la cámara trasera;12 Mpx
Resolución de la cámara frontal;7 MP
Flash integrado;Sí
Grabación de vídeo;4K a 30 f/s, 1080p HD a 30 o 60 f/s, 720p HD a 30 f/s
Sensores;Acelerómetro, sensor de luz ambiental, sensor de proximidad, sensor giroscópico de tres ejes, brújula digital, barómetro
Sensor de huellas dactilares;Sí
Inteligencia artificial;No
Reconocimiento facial;No
Referencia;5941428
EAN;0190198068040
Marca;APPLE
Modelo;iPhone 7
Garantía;1 año
Color;Rosa
Peso;138 g
Altura;138.3 mm
Ancho;67.1 mm
Profundidad;7.1 mm
RAM;2 GB
Memoria interna;32 GB
Memoria externa;Cloud
Potencia de la batería;1960 mAh
Entrada del cargador;Lightning
Contenido extra incluido en la caja;Apple iPhone 7, Cable USB, transformador eléctrico, adaptador de Lightning a conector de 3,5 mm, Apple EarPods con conector Lightning
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-7-apple-4-7-2-gb-32-gb-rosa-5941428
#
imagen;https://www.worten.es//i/30661d045abd8919eb7db7c0c8ca72ce2d95fe1f.jpg
nombre;Smartphone MOTOROLA moto g7 plus (6.2'' - 4 GB - 64 GB - Azul)
precio;0,00
Referencia;MRKEAN-0723755130197
EAN;0723755130197
Marca;MOTOROLA
Modelo;moto g7 plus
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-motorola-moto-g7-plus-6-2-4-gb-64-gb-azul-MRKEAN-0723755130197
#
imagen;https://www.worten.es//i/de8725dc95bb9c37b40753a29c556f188bbe7e62.jpg
nombre;Smartphone SAMSUNG Galaxy S10+ (Caja Abierta - 6.4'' - 8 GB - 512 GB - Negro Cerámico)
precio;809,97
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Exynos9 9820
Núcleos;Octa-Core
Tarjetas;SIM1 + SIM2 o SD
Diagonal de la pantalla;6.4'' (16.256 cm)
Tecnología de la pantalla;Dynamic Amoled
Resolución de la pantalla;QHD 1440p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;2
Resolución de la cámara trasera;16 + 12 + 12MP
Resolución de la cámara frontal;10MP + 8MP
Flash integrado;Sí
Sensores;Acelerómetro, barómetro, giroscopio, sensor hall, sensor de proximidad, sensor de luz RGB, reconocimiento de iris, sensor geomagnético, sensor de frecuencia cardiaca
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7142041
EAN;5601988490316
Marca;SAMSUNG
Modelo;Galaxy S10+
Garantía;2 años
Color;Negro Cerámico
Peso;175 g
Altura;15.8 cm
Ancho;7.4 cm
Profundidad;0.78 cm
RAM;8 GB
Memoria interna;512 GB
Memoria externa;Micro SD (hasta 512GB)
Potencia de la batería;4100 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador Fast Charging, Conector USB, Auriculares
Más información;Caja Abierta
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-s10-caja-abierta-6-4-8-gb-512-gb-negro-ceramico-7142041
#
imagen;https://www.worten.es//i/6876377f031b8cfdbd32f1e20e689afa7f8cca6b.jpg
nombre;Smartphone SAMSUNG Galaxy Note 9 (6.4'' - 6 GB - 128 GB - Negro)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;8.1
Procesador;Exynos 9810
Núcleos;Octa-Core
Velocidad del procesador;2.7 GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.4
Tecnología de la pantalla;Super Amoled
Resolución de la pantalla;QHD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;12 + 12 MP
Resolución de la cámara frontal;8 MP
Flash integrado;Sí
Grabación de vídeo;UHD 4K @60fps
Sensores;Giroscopio | Acelerómetro | Sensor de distancia | Brújula electrónica | Sensor de luz RGB
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;No
Referencia;MRKEAN-8033779044830
EAN;8033779044830
Marca;SAMSUNG
Modelo;Galaxy Note 9
Garantía;2 años
Color;Negro
RAM;6 GB
Memoria interna;128 GB
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-note-9-6-4-6-gb-128-gb-negro-MRKEAN-8033779044830
#
imagen;https://www.worten.es//i/3ea858365205e491826500dcd1f2891295d38b2b.jpg
nombre;iPhone 11 APPLE (6.1'' - 4 GB - 128 GB - Violeta)
precio;0,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Núcleos;Hexa-Core
Velocidad del procesador;2x2.65 + 4x1.8
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.1
Tecnología de la pantalla;Retina
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;12 + 12 MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-0190199224629
EAN;0190199224629
Marca;APPLE
Modelo;iPhone 11
Garantía;2 años
Color;Violeta
RAM;4 GB
Memoria interna;128 GB
Potencia de la batería;3110 mAh
Entrada del cargador;Lightning
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-apple-6-1-4-gb-128-gb-violeta-MRKEAN-0190199224629
#
imagen;https://www.worten.es//i/1137cd2511ef7405a62c639dbc1da5b112831af6.jpg
nombre;Smartphone SAMSUNG Galaxy A9 2018  (6.3'' - 6 GB - 128 GB - Azul)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;8
Procesador;Qualcomm SDM660
Núcleos;Octa-Core
Velocidad del procesador;2.2 + 1.8 GHz
Tarjetas;SIM1 + SIM2 + SD
Diagonal de la pantalla;6.3
Tecnología de la pantalla;Full HD 1080p
Resolución de la pantalla;Super Amoled
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;4
Número de cámaras frontales;1
Resolución de la cámara trasera;24+5+10+8 MP
Resolución de la cámara frontal;24 MP
Flash integrado;Sí
Grabación de vídeo;2160p@30fps
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-8801643567323
EAN;8801643567323
Marca;SAMSUNG
Modelo;Galaxy A9
Peso;168 g
Altura;16.2 cm
Ancho;7.7 cm
Profundidad;0.78 cm
Memoria externa;hasta 512 GB
Potencia de la batería;3800 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-a9-2018-6-3-6-gb-128-gb-azul-MRKEAN-8801643567323
#
imagen;https://www.worten.es//i/745c6278631b976e46683d015f0ac4228d2dd5ad.jpg
nombre;iPhone 11 APPLE (6.1'' - 4 GB - 64 GB - Verde)
precio;0,00
Sistema operativo;iOS
Versión del sistema operativo;13
Procesador;A13 Bionic
Núcleos;Hexa-Core
Velocidad del procesador;2x2.65 + 4x1.8
Tarjetas;SIM1
Radio;No
Diagonal de la pantalla;6.1
Tecnología de la pantalla;Retina
Resolución de la pantalla;HD 720p
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;12 + 12 MP
Resolución de la cámara frontal;12 MP
Flash integrado;Sí
Grabación de vídeo;4K@60fps
Sensores;NFC, Acelerómetro, sensor de luz ambiental, sensor de proximidad, giroscopio, brújula digital, barómetro
Sensor de huellas dactilares;No
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-0190199222779
EAN;0190199222779
Marca;APPLE
Modelo;iPhone 11
Garantía;2 años
Color;Verde
RAM;4 GB
Memoria interna;64 GB
Potencia de la batería;3110 mAh
Entrada del cargador;Lightning
url;https://www.worten.es/productos/moviles-smartphones/smartphones/iphone-11-apple-6-1-4-gb-64-gb-verde-MRKEAN-0190199222779
#
imagen;https://www.worten.es//i/2a05985b0c50e4631d244bc0a44e32b64f08cdc0.jpg
nombre;Smartphone SAMSUNG Galaxy A70 (6.7'' - 6 GB - 128 GB - Azul)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Qualcomm SM6150
Núcleos;Octa-Core
Velocidad del procesador;2x 2.0GHz + 6x 1.7GHz
Tarjetas;SIM1 + SIM2 + SD
Diagonal de la pantalla;6.7
Tecnología de la pantalla;Full HD+
Resolución de la pantalla;Super Amoled
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;32 + 5 + 8MP
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Sensor de huellas dactilares;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-8801643830106
EAN;8801643830106
Marca;SAMSUNG
Modelo;Galaxy A70
Color;Azul
Peso;183 g
Altura;16.4 cm
Ancho;7.7 cm
Profundidad;0.79 cm
RAM;6 GB
Memoria interna;128 GB
Memoria externa;microSD hasta 512 GB
Potencia de la batería;4500 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-samsung-galaxy-a70-6-7-6-gb-128-gb-azul-MRKEAN-8801643830106
#
imagen;https://www.worten.es//i/f62fe4e55996e7a04c008d4afb6ebafeb28b5aff.jpg
nombre;Smartphone BLACK SHARK 2 Switch Kit (6.39'' - 8 GB - 128 GB - Negro)
precio;519,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Snapdragon 855
Núcleos;Octa-Core
Velocidad del procesador;2.84 GHz
Tarjetas;SIM1 + SIM2
Radio;No
Diagonal de la pantalla;6.39
Tecnología de la pantalla;Amoled
Resolución de la pantalla;Full HD+
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;2
Número de cámaras frontales;1
Resolución de la cámara trasera;48 + 12MP
Resolución de la cámara frontal;20 MP
Flash integrado;Sí
Grabación de vídeo;2160p@30fps
Sensores;Giroscopio | Geomagnético | Acelerómetro | Sensor de distancia |  Sensor de luz ambiente
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;7056708
EAN;4897104550052
Marca;BLACK SHARK
Modelo;Black Shark 2
Garantía;2 años
Color;Shadow Black
Peso;205 g
Altura;16.4
Ancho;7.5
Profundidad;0.88
RAM;8 GB
Memoria interna;128 GB
Memoria externa;No
Potencia de la batería;4000 mAh
Entrada del cargador;USB-C
Contenido extra incluido en la caja;Cargador | Cable USB-C | Switch Kit: Soporte de Gamepad 2.0 + Gamepad lado izquierdo + Gamepad lado derecho
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-black-shark-2-switch-kit-6-39-8-gb-128-gb-negro-7056708
#
imagen;https://www.worten.es//i/4ce3d6dfc844a68c7e52057bf84d8df20277e193.jpg
nombre;Smartphone HUAWEI P30 (6.1'' - 6 GB - 128 GB - crystal)
precio;0,00
Sistema operativo;Android
Versión del sistema operativo;9
Procesador;Kirin 980 Duplo NPU
Núcleos;Octa-Core
Velocidad del procesador;2x2.6+2x1.92+4x1.8GHz
Tarjetas;SIM1 + SIM2 o SD
Radio;No
Diagonal de la pantalla;6.1
Tecnología de la pantalla;Full HD+
Resolución de la pantalla;OLED
Tipo de red;4G
Bluetooth;Sí
Función GPS;Sí
Número de cámaras traseras;3
Número de cámaras frontales;1
Resolución de la cámara trasera;40+16 + 8MP
Resolución de la cámara frontal;32 MP
Flash integrado;Sí
Grabación de vídeo;4K@30fps | 1080@60fps
Sensor de huellas dactilares;Sí
Inteligencia artificial;Sí
Reconocimiento facial;Sí
Referencia;MRKEAN-8033779048258
EAN;8033779048258
Marca;HUAWEI
Modelo;P30
Color;crystal
Peso;165 g
Altura;14.1 cm
Ancho;7.1 cm
Profundidad;0.7 cm
RAM;6 GB
Memoria interna;128 GB
Memoria externa;NNC hasta 256GB
Potencia de la batería;3650 mAh
Entrada del cargador;USB-C
url;https://www.worten.es/productos/moviles-smartphones/smartphones/smartphone-huawei-p30-6-1-6-gb-128-gb-crystal-MRKEAN-8033779048258
#
imagen;https://www.worten.es//i/141c2d6cdbef48ed256879feee9daa884d0f16b6.jpg
nombre;Smartphone HUAWEI P20 Lite (Caja Abierta - 5.8'' - 4 GB - 64 GB - Negro)
precio;251,97
Sistema operativo;Android
Versión del sistema operativo;Android8 Emui8
Procesador;KIRIN 659
Núcleos;Octa-Core
